link,region,location,street_address,num_of_rooms,size,fee,price
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-kommun-sockergatan-4-18433915,Uppsala,Uppsala,Sockergatan4,2,49.0,3200,2450000
https://www.hemnet.se/bostad/lagenhet-1rum-sala-backe-uppsala-kommun-kastanjegatan-5-18770605,Sala backe,Salabacke,Kastanjegatan5,1,21.5,1340,1150000
https://www.hemnet.se/bostad/lagenhet-4rum-falhagen-uppsala-kommun-petterslundsgatan-16a-18770029,Fålhagen,Fålhagen,Petterslundsgatan16A,4,100.1,5719,2995000
"https://www.hemnet.se/bostad/lagenhet-1,5rum-hoganas-uppsala-kommun-s-t-olofsgatan-56-c-18769354",Höganäs,Höganäs,S:tOlofsgatan56C,1.5,44.0,2656,1895000
https://www.hemnet.se/bostad/lagenhet-1rum-falhagen-uppsala-kommun-vaksalagatan-38b-18769353,Fålhagen,Fålhagen,Vaksalagatan38B,1,30.0,1839,1795000
https://www.hemnet.se/bostad/lagenhet-1rum-centrum-uppsala-kommun-munkgatan-5b-18770581,Centrum,Centrum,Munkgatan5B,1,26.0,1212,1895000
https://www.hemnet.se/bostad/lagenhet-3rum-hoganas-centrum-uppsala-kommun-storgatan-2-c-18770436,Höganäs / Centrum,Höganäs,Storgatan2C,3,77.0,4238,3350000
https://www.hemnet.se/bostad/lagenhet-3rum-framre-luthagen-uppsala-kommun-torsgatan-8c-18770875,Främre Luthagen,FrämreLuthagen,Torsgatan8C,3,84.3,4448,3795000
https://www.hemnet.se/bostad/lagenhet-3rum-tunabackar-uppsala-kommun-tunagatan-26a-18770022,Tunabackar,Tunabackar,Tunagatan26A,3,77.5,3875,1985000
https://www.hemnet.se/bostad/lagenhet-1rum-falhagen-uppsala-kommun-hjalmar-brantingsgatan-9b-18764646,Fålhagen,Fålhagen,HjalmarBrantingsgatan9B,1,37.5,2340,1995000
https://www.hemnet.se/bostad/lagenhet-1rum-falhagen-uppsala-kommun-hjalmar-brantingsgatan-7b-18549260,Fålhagen,Fålhagen,HjalmarBrantingsgatan7B,1,36.2,2017,2150000
https://www.hemnet.se/bostad/lagenhet-2rum-stenhagen-uppsala-kommun-stenrosvagen-1-18764621,Stenhagen,Stenhagen,Stenrösvägen1,2,68.5,5210,1095000
https://www.hemnet.se/bostad/lagenhet-1rum-sommarro-eriksberg-uppsala-kommun-lindsbergsgatan-6-b-18768875,Sommarro/Eriksberg,Sommarro,Lindsbergsgatan6B,1,41.0,2285,1985000
https://www.hemnet.se/bostad/lagenhet-3rum-kapellgardet-uppsala-kommun-portalgatan-4h-18769379,Kapellgärdet,Kapellgärdet,Portalgatan4H,3,85.0,4828,2750000
https://www.hemnet.se/bostad/lagenhet-2rum-salabacke-uppsala-kommun-verkmastargatan-11-18769701,Salabacke,Salabacke,Verkmästargatan11,2,57.1,3029,1650000
https://www.hemnet.se/bostad/lagenhet-4rum-slavsta-uppsala-kommun-mariedalsgatan-8-18769302,Slavsta,Slavsta,Mariedalsgatan8,4,96.0,6014,2695000
https://www.hemnet.se/bostad/lagenhet-4rum-rickomberga-uppsala-kommun-gosta-wahlstroms-vag-9-18769707,Rickomberga,Rickomberga,GöstaWahlströmsväg9,4,112.0,4654,3995000
https://www.hemnet.se/bostad/lagenhet-1rum-framre-luthagen-uppsala-kommun-sysslomansgatan-7-18769479,Främre Luthagen,FrämreLuthagen,Sysslomansgatan7,1,35.0,2217,2295000
https://www.hemnet.se/bostad/lagenhet-1rum-sala-backe-uppsala-kommun-verkmastargatan-5a-fast-pris-18769341,Sala backe,Salabacke,Verkmästargatan5A,1,38.5,2225,1695000
https://www.hemnet.se/bostad/lagenhet-1rum-kungsgardet-rackarberget-luthagen-uppsala-kommun-klangs-grand-3-18765076,Kungsgärdet/Rackarberget/Luthagen,Kungsgärdet,KlangsGränd3,1,20.0,1838,1595000
https://www.hemnet.se/bostad/lagenhet-2rum-kungsangen-industristaden-uppsala-kommun-industrigatan-37-fast-pris-18769124,Kungsängen - Industristaden,Kungsängen,Industrigatan37,2,51.5,2556,2495000
https://www.hemnet.se/bostad/lagenhet-3rum-loten-uppsala-kommun-bellmansgatan-88-18769940,Löten,Löten,Bellmansgatan88,3,81.5,4132,1895000
https://www.hemnet.se/bostad/lagenhet-1rum-luthagen-stabby-uppsala-kommun-hallbygatan-43-18769731,Luthagen / Stabby,Luthagen,Hällbygatan43,1,35.0,2414,1795000
https://www.hemnet.se/bostad/lagenhet-3rum-centrala-uppsala-uppsala-kommun-baverns-grand-13a-18769845,Centrala Uppsala,CentralaUppsala,Bävernsgränd13A,3,87.5,3218,4250000
https://www.hemnet.se/bostad/lagenhet-2rum-kapellgardet-uppsala-kommun-orgelgatan-9-18745100,Kapellgärdet,Kapellgärdet,Orgelgatan9,2,52.0,2382,2395000
https://www.hemnet.se/bostad/lagenhet-4rum-savja-uppsala-kommun-gotlandsresan-85-fast-pris-18769668,Sävja,Sävja,Gotlandsresan85,4,93.0,5706,1695000
https://www.hemnet.se/bostad/lagenhet-2rum-luthagen-uppsala-kommun-prastgatan-3-18648537,LUTHAGEN,LUTHAGEN,Prästgatan3,2,85.0,3350,3495000
https://www.hemnet.se/bostad/lagenhet-1rum-centrum-uppsala-kommun-dragarbrunnsgatan-11a-18769268,Centrum,Centrum,Dragarbrunnsgatan11A,1,20.0,1284,1590000
https://www.hemnet.se/bostad/lagenhet-1rum-ulleraker-uppsala-kommun-eklundshovsvagen-4d-18769265,Ulleråker,Ulleråker,Eklundshovsvägen4D,1,29.6,2375,1495000
https://www.hemnet.se/bostad/lagenhet-3rum-sunnersta-uppsala-kommun-sveddvagen-13-c-18769064,Sunnersta,Sunnersta,Sveddvägen13C,3,81.0,5174,2995000
https://www.hemnet.se/bostad/lagenhet-2rum-rickomberga-uppsala-kommun-hildur-ottelinsgatan-1b-18769245,Rickomberga,Rickomberga,Hildurottelinsgatan1B,2,41.9,2985,1895000
https://www.hemnet.se/bostad/lagenhet-4rum-kapellgardet-uppsala-kommun-margit-sahlins-gata-1-18769663,Kapellgärdet,Kapellgärdet,MargitSahlinsgata1,4,114.0,4695,5990000
https://www.hemnet.se/bostad/lagenhet-1rum-falhagen-uppsala-kommun-frodegatan-14a-18768080,Fålhagen,Fålhagen,Frodegatan14A,1,35.0,2217,1895000
https://www.hemnet.se/bostad/lagenhet-3rum-granby-sala-backe-uppsala-kommun-johannesbacksgatan-18705515,Gränby-Sala Backe,Gränby,Johannesbäcksgatan,3,53.0,3149,2150000
https://www.hemnet.se/bostad/lagenhet-4rum-granby-sala-backe-uppsala-kommun-johannesbacksgatan-18705456,Gränby-Sala Backe,Gränby,Johannesbäcksgatan,4,87.5,4949,3450000
https://www.hemnet.se/bostad/lagenhet-1rum-arsta-uppsala-kommun-fyrislundsgatan-42-18768536,Årsta,Årsta,Fyrislundsgatan42,1,24.2,1030,1295000
https://www.hemnet.se/bostad/lagenhet-2rum-kvarntorget-uppsala-kommun-kvarntorgsgatan-2b-18141715,Kvarntorget,Kvarntorget,Kvarntorgsgatan2B,2,46.0,2563,2200000
https://www.hemnet.se/bostad/lagenhet-1rum-kvarntorget-uppsala-kommun-kvarntorgsgatan-2c-17490495,Kvarntorget,Kvarntorget,Kvarntorgsgatan2C,1,33.5,2022,1925000
"https://www.hemnet.se/bostad/lagenhet-1rum-kabo-uppsala-kommun-banergatan-16-c,-1103-18715921",KÅBO,KÅBO,Banérgatan16C,1,20.0,1250,1290000
https://www.hemnet.se/bostad/lagenhet-4rum-kvarntorget-uppsala-kommun-kvarntorgsgatan-2c-17490375,Kvarntorget,Kvarntorget,Kvarntorgsgatan2C,4,95.5,4787,4100000
https://www.hemnet.se/bostad/lagenhet-5rum-kvarntorget-uppsala-kommun-kvarntorgsgatan-2c-17491857,Kvarntorget,Kvarntorget,Kvarntorgsgatan2C,5,133.0,6599,7800000
https://www.hemnet.se/bostad/lagenhet-2rum-industristaden-kungsangen-uppsala-kommun-muningatan-27-18765875,Industristaden/Kungsängen,Industristaden,Muningatan27,2,54.0,2691,2695000
https://www.hemnet.se/bostad/lagenhet-3rum-norby-uppsala-kommun-svampvagen-7-b-18766375,Norby,Norby,Svampvägen7B,3,75.5,4151,1995000
https://www.hemnet.se/bostad/lagenhet-2rum-sala-backe-uppsala-kommun-kallparksgatan-4-18764995,Sala backe,Salabacke,Källparksgatan4,2,43.0,1893,1595000
https://www.hemnet.se/bostad/lagenhet-1rum-falhagen-uppsala-kommun-hjalmar-brantingsgatan-10a-17752337,Fålhagen,Fålhagen,HjalmarBrantingsgatan10A,1,19.5,1655,1495000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-uppsala-kommun-marielundsgatan-2b-18760617,Uppsala,Uppsala,Marielundsgatan2B,2,61.0,3331,3050000
https://www.hemnet.se/bostad/lagenhet-1rum-falhagen-uppsala-kommun-norrtaljegatan-20b-18731156,Fålhagen,Fålhagen,Norrtäljegatan20B,1,42.0,2280,2095000
https://www.hemnet.se/bostad/lagenhet-1rum-kungsangen-uppsala-kommun-industrigatan-35-18759316,Kungsängen,Kungsängen,Industrigatan35,1,34.0,2031,1995000
https://www.hemnet.se/bostad/lagenhet-3rum-ultuna-uppsala-kommun-ekoxvagen-20-18763235,Ultuna,Ultuna,Ekoxvägen20,3,79.0,4183,2895000
https://www.hemnet.se/bostad/lagenhet-4rum-uppsala-kommun-orgelgatan-4-18762456,Uppsala,Uppsala,Orgelgatan4,4,93.0,4633,3645000
https://www.hemnet.se/bostad/lagenhet-5rum-uppsala-kommun-orgelgatan-8-18762235,Uppsala,Uppsala,Orgelgatan8,5,113.0,5358,4550000
https://www.hemnet.se/bostad/lagenhet-1rum-arsta-uppsala-kommun-falhagsleden-99-18759261,Årsta,Årsta,Fålhagsleden99,1,42.7,2651,1595000
https://www.hemnet.se/bostad/lagenhet-2rum-falhagen-uppsala-kommun-norrtaljegatan-34-18754897,Fålhagen,Fålhagen,Norrtäljegatan34,2,53.0,3640,2095000
https://www.hemnet.se/bostad/lagenhet-1rum-ultuna-uppsala-kommun-gote-turessons-vag-7-18758958,Ultuna,Ultuna,GöteTuressonsväg7,1,35.0,2570,1750000
https://www.hemnet.se/bostad/lagenhet-2rum-centrum-uppsala-kommun-slottsgrand-2e-18757937,Centrum,Centrum,Slottsgränd2E,2,44.9,2885,2695000
https://www.hemnet.se/bostad/lagenhet-2rum-centrum-uppsala-kommun-slottsgrand-2d-18757701,Centrum,Centrum,Slottsgränd2D,2,43.6,2872,2795000
https://www.hemnet.se/bostad/lagenhet-1rum-norra-rosendal-uppsala-kommun-dekangatan-10-2-1003-18750559,Norra Rosendal,NorraRosendal,Dekangatan10(2,1,30.0,1759,1645000
https://www.hemnet.se/bostad/lagenhet-1rum-luthagen-uppsala-kommun-kyrkogardsgatan-16-f-18751043,Luthagen,Luthagen,Kyrkogårdsgatan16F,1,27.0,1541,2095000
https://www.hemnet.se/bostad/lagenhet-2rum-salabacke-uppsala-kommun-grona-gatan-23c-18751580,Salabacke,Salabacke,Grönagatan23C,2,60.5,3494,1990000
https://www.hemnet.se/bostad/lagenhet-5rum-uppsala-kommun-gosta-wahlstroms-vag-2-b-18432538,Uppsala,Uppsala,GöstaWahlströmsväg2B,5,110.0,6050,5195000
https://www.hemnet.se/bostad/lagenhet-4rum-uppsala-kommun-gosta-wahlstroms-vag-2-b-18751176,Uppsala,Uppsala,GöstaWahlströmsväg2B,4,99.0,5550,4295000
https://www.hemnet.se/bostad/lagenhet-4rum-uppsala-kommun-gosta-wahlstroms-vag-2-a-18432617,Uppsala,Uppsala,GöstaWahlströmsväg2A,4,88.0,5150,4595000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-kommun-gosta-wahlstroms-vag-2-a-18431664,Uppsala,Uppsala,GöstaWahlströmsväg2A,3,86.0,4900,3595000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-kommun-gosta-wahlstroms-vag-2-b-18432259,Uppsala,Uppsala,GöstaWahlströmsväg2B,2,55.0,3650,2695000
https://www.hemnet.se/bostad/lagenhet-4rum-uppsala-kommun-gosta-wahlstroms-vag-2-d-18179466,Uppsala,Uppsala,GöstaWahlströmsväg2D,4,99.0,5449,3995000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-kommun-gosta-wahlstroms-vag-2-c-18179363,Uppsala,Uppsala,GöstaWahlströmsväg2C,2,59.0,3792,2595000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-kommun-gosta-wahlstroms-vag-2-c-17583737,Uppsala,Uppsala,GöstaWahlströmsväg2C,3,55.0,3567,2595000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-kommun-gosta-wahlstroms-vag-2-d-18715360,Uppsala,Uppsala,GöstaWahlströmsväg2D,2,37.0,2891,2145000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-kommun-gosta-wahlstroms-vag-2-e-17583601,Uppsala,Uppsala,GöstaWahlströmsväg2E,2,34.0,2778,1995000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-kommun-amanuensgatan-9-18321400,Uppsala,Uppsala,Amanuensgatan9,3,68.0,4263,2995000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-kommun-amanuensgatan-9-18321835,Uppsala,Uppsala,Amanuensgatan9,3,64.0,4109,2995000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-kommun-amanuensgatan-9-18321697,Uppsala,Uppsala,Amanuensgatan9,3,60.0,3957,2795000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-kommun-amanuensgatan-9-18425857,Uppsala,Uppsala,Amanuensgatan9,2,35.0,2850,1995000
https://www.hemnet.se/bostad/lagenhet-1rum-uppsala-kommun-betty-petterssons-gata-7-17513685,Uppsala,Uppsala,BettyPetterssonsgata7,1,30.0,2585,1695000
https://www.hemnet.se/bostad/lagenhet-5rum-fullero-hage-uppsala-kommun-snomolnsvagen-18437075,Fullerö Hage,FulleröHage,Snömolnsvägen,5,113.0,4396,4195000
https://www.hemnet.se/bostad/lagenhet-1rum-tunabackar-svartbacken-uppsala-kommun-fjardhundragatan-58-18489175,Tunabackar/Svartbäcken,Tunabackar,Fjärdhundragatan58,1,25.5,1486,1295000
https://www.hemnet.se/bostad/lagenhet-4rum-rosendal-uppsala-kommun-lydia-wahlstroms-gata-18228295,Rosendal,Rosendal,LydiaWahlströmsGata,4,93.0,5225,3998000
"https://www.hemnet.se/bostad/lagenhet-2,5rum-granbystaden-uppsala-kommun-marknadsgatan-44-18423295",Gränbystaden,Gränbystaden,Marknadsgatan44,2.5,55.0,3369,2200000
https://www.hemnet.se/bostad/lagenhet-3rum-granbystaden-uppsala-kommun-marknadsgatan-44-18423195,Gränbystaden,Gränbystaden,Marknadsgatan44,3,78.5,4579,2800000
https://www.hemnet.se/bostad/lagenhet-3rum-granbystaden-uppsala-kommun-marknadsgatan-30a-17984118,Gränbystaden,Gränbystaden,Marknadsgatan30A,3,54.5,3338,2200000
https://www.hemnet.se/bostad/lagenhet-2rum-granbystaden-uppsala-kommun-marknadsgatan-30a-17759256,Gränbystaden,Gränbystaden,Marknadsgatan30A,2,43.0,2709,1775000
https://www.hemnet.se/bostad/lagenhet-2rum-kungsangen-industristaden-uppsala-kommun-sagargatan-8c-18746617,Kungsängen / Industristaden,Kungsängen,Sågargatan8C,2,44.0,2004,2195000
https://www.hemnet.se/bostad/lagenhet-3rum-centrum-uppsala-kommun-ellegatan-5-18745915,Centrum,Centrum,Ellegatan5,3,87.0,3610,4195000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-uppsala-kommun-ringgatan-20a-18745275,Uppsala,Uppsala,Ringgatan20A,3,75.5,4132,2895000
https://www.hemnet.se/bostad/lagenhet-1rum-valsatra-uppsala-kommun-bernadottestigen-1a-accepterat-pris-18745401,Valsätra,Valsätra,Bernadottestigen1A*ACCEPTERATPRIS*,1,31.0,2337,1495000
https://www.hemnet.se/bostad/lagenhet-1rum-framre-luthagen-uppsala-kommun-fredsgatan-3-18745742,Främre Luthagen,FrämreLuthagen,Fredsgatan3,1,27.7,1759,1800000
https://www.hemnet.se/bostad/lagenhet-2rum-luthagen-uppsala-kommun-viktoriagatan-6b-18739398,Luthagen,Luthagen,Viktoriagatan6B,2,50.0,3219,2495000
https://www.hemnet.se/bostad/lagenhet-3rum-centrum-uppsala-kommun-ellegatan-3-18741101,Centrum,Centrum,Ellegatan3,3,91.0,3776,3995000
https://www.hemnet.se/bostad/lagenhet-4rum-vadergatorna-uppsala-kommun-granby-bilgata-14-18738404,Vädergatorna,Vädergatorna,Gränbybilgata14,4,103.2,4901,2595000
https://www.hemnet.se/bostad/lagenhet-2rum-rosendal-uppsala-kommun-torgny-segerstedts-alle-4-18741444,Rosendal,Rosendal,TorgnySegerstedtsallé4,2,48.0,2515,2100000
https://www.hemnet.se/bostad/lagenhet-1rum-falhagen-uppsala-kommun-torkelsgatan-2a-18739097,Fålhagen,Fålhagen,Torkelsgatan2A,1,38.0,2850,1895000
https://www.hemnet.se/bostad/lagenhet-3rum-arsta-uppsala-kommun-fyrislundsgatan-40-18738521,Årsta,Årsta,Fyrislundsgatan40,3,83.5,2696,2290000
https://www.hemnet.se/bostad/lagenhet-5rum-tunabackar-uppsala-kommun-tunagatan-11-18739722,Tunabackar,Tunabackar,Tunagatan11,5,101.0,5945,3495000
https://www.hemnet.se/bostad/lagenhet-1rum-salabacke-uppsala-kommun-apelgatan-5a-18740659,Salabacke,Salabacke,Apelgatan5A,1,39.0,2245,1695000
https://www.hemnet.se/bostad/lagenhet-4rum-stabby-uppsala-kommun-palgatan-12-18744014,Stabby,Stabby,Pålgatan12,4,96.0,5035,3795000
https://www.hemnet.se/bostad/lagenhet-2rum-centrum-uppsala-kommun-eddagatan-8-18739575,CENTRUM,CENTRUM,Eddagatan8,2,64.1,4073,2795000
https://www.hemnet.se/bostad/lagenhet-3rum-arsta-uppsala-kommun-korvelgatan-3a-18744471,Årsta,Årsta,Körvelgatan3A,3,79.7,4316,2495000
https://www.hemnet.se/bostad/lagenhet-3rum-luthagen-uppsala-kommun-norrlandsgatan-19-18744486,Luthagen,Luthagen,Norrlandsgatan19,3,91.5,4185,3795000
https://www.hemnet.se/bostad/lagenhet-2rum-luthagen-uppsala-kommun-stabby-alle-9d-18743990,Luthagen,Luthagen,Stabbyallé9D,2,59.0,3504,1995000
https://www.hemnet.se/bostad/lagenhet-2rum-kungsangen-uppsala-kommun-kryddblandargatan-9-18744780,Kungsängen,Kungsängen,Kryddblandargatan9,2,35.0,2302,2150000
https://www.hemnet.se/bostad/lagenhet-1rum-dragarbrunn-uppsala-kommun-dragarbrunnsgatan-53-18741002,Dragarbrunn,Dragarbrunn,Dragarbrunnsgatan53,1,21.5,1495,1795000
"https://www.hemnet.se/bostad/lagenhet-4,5rum-luthagen-uppsala-kommun-gimogatan-4c-fast-pris-18743794",Luthagen,Luthagen,Gimogatan4C,4.5,109.0,5631,3495000
https://www.hemnet.se/bostad/lagenhet-4rum-kapellgardet-uppsala-kommun-orgelgatan-15-18744559,Kapellgärdet,Kapellgärdet,Orgelgatan15,4,89.0,4985,4195000
https://www.hemnet.se/bostad/lagenhet-3rum-kungsangen-industristaden-uppsala-kommun-skyttelgatan-8-18381995,Kungsängen - Industristaden,Kungsängen,Skyttelgatan8,3,95.0,4677,4795000
https://www.hemnet.se/bostad/lagenhet-4rum-hoganas-uppsala-kommun-s-t-olofsgatan-66b-18744122,Höganäs,Höganäs,S:tOlofsgatan66B,4,96.0,4279,3930000
https://www.hemnet.se/bostad/lagenhet-2rum-granby-uppsala-kommun-rabyvagen-53e-fast-pris-18743628,Gränby,Gränby,Råbyvägen53E,2,45.0,2942,1795000
https://www.hemnet.se/bostad/lagenhet-3rum-rickomberga-uppsala-kommun-gosta-wahlstroms-vag-20-18744143,Rickomberga,Rickomberga,GöstaWahlströmsväg20,3,86.0,4024,3100000
https://www.hemnet.se/bostad/lagenhet-3rum-salabacke-uppsala-kommun-murargatan-8d-18742896,Salabacke,Salabacke,Murargatan8D,3,70.9,3807,2195000
https://www.hemnet.se/bostad/lagenhet-2rum-sunnersta-uppsala-kommun-morkullevagen-70-18716235,SUNNERSTA,SUNNERSTA,Morkullevägen70,2,68.0,3523,2450000
https://www.hemnet.se/bostad/lagenhet-1rum-salabacke-uppsala-kommun-verkmastargatan-1b-fast-pris-18713995,SALABACKE,SALABACKE,Verkmästargatan1B,1,24.0,1576,1100000
https://www.hemnet.se/bostad/lagenhet-1rum-sala-backe-uppsala-kommun-salabacksgatan-11a-fast-pris-18740977,Sala backe,Salabacke,Salabacksgatan11A,1,41.0,2655,1695000
https://www.hemnet.se/bostad/lagenhet-2rum-salabacke-uppsala-kommun-johannesbacksgatan-86c-18740077,Salabacke,Salabacke,Johannesbäcksgatan86C,2,58.0,3240,1795000
https://www.hemnet.se/bostad/lagenhet-1rum-kungsangen-uppsala-kommun-industrigatan-35-18738602,Kungsängen,Kungsängen,Industrigatan35,1,34.0,2031,1950000
https://www.hemnet.se/bostad/lagenhet-4rum-rosendal-uppsala-kommun-lydia-wahlstroms-gata-18231279,Rosendal,Rosendal,LydiaWahlströmsGata,4,93.0,5225,3998000
https://www.hemnet.se/bostad/lagenhet-3rum-luthagen-uppsala-kommun-gimogatan-13c-18737785,Luthagen,Luthagen,Gimogatan13c,3,74.0,3490,2495000
https://www.hemnet.se/bostad/lagenhet-1rum-nyby-uppsala-kommun-leopoldsgatan-25-18739035,Nyby,Nyby,Leopoldsgatan25,1,25.0,1660,1295000
https://www.hemnet.se/bostad/lagenhet-2rum-granby-uppsala-kommun-blixtgatan-15-18732897,Gränby,Gränby,Blixtgatan15,2,61.5,3192,2295000
https://www.hemnet.se/bostad/lagenhet-1rum-falhagen-uppsala-kommun-petterslundsgatan-14e-18733415,Fålhagen,Fålhagen,Petterslundsgatan14E,1,24.0,1759,1650000
https://www.hemnet.se/bostad/lagenhet-4rum-kapellgardet-uppsala-kommun-portalgatan-76-18736035,Kapellgärdet,Kapellgärdet,Portalgatan76,4,100.0,4954,3495000
"https://www.hemnet.se/bostad/lagenhet-3rum-tuna-backar-uppsala-kommun-vapnargatan-7c,-fast-pris-13234596",Tuna Backar,TunaBackar,Väpnargatan7c,3,70.5,3588,2295000
https://www.hemnet.se/bostad/lagenhet-4rum-flogsta-ekeby-uppsala-kommun-flogstavagen-160-nb-18723915,FLOGSTA-EKEBY,FLOGSTA,Flogstavägen160NB,4,101.0,5374,3150000
https://www.hemnet.se/bostad/lagenhet-1rum-salabacke-uppsala-kommun-byggmastargatan-1c-18663875,Salabacke,Salabacke,Byggmästargatan1C,1,25.5,1933,1395000
https://www.hemnet.se/bostad/lagenhet-2rum-kapellgardet-uppsala-kommun-vattholmavagen-4-d-18727296,Kapellgärdet,Kapellgärdet,Vattholmavägen4D,2,67.0,3948,2395000
https://www.hemnet.se/bostad/lagenhet-3rum-hoganas-uppsala-kommun-torkelsgatan-28b-fast-pris-18731258,Höganäs,Höganäs,Torkelsgatan28B,3,76.0,3367,3785000
https://www.hemnet.se/bostad/lagenhet-3rum-ekeby-flogsta-uppsala-kommun-flogstavagen-5-a-18731182,Ekeby-Flogsta,Ekeby,Flogstavägen5A,3,74.5,6406,1950000
https://www.hemnet.se/bostad/lagenhet-1rum-loten-uppsala-kommun-von-bahrs-vag-4-18730695,LÖTEN,LÖTEN,Vonbahrsväg4,1,46.5,3212,1325000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-kommun-baverns-grand-24-18727177,UPPSALA,UPPSALA,Bävernsgränd24,2,55.5,3141,2350000
https://www.hemnet.se/bostad/lagenhet-3rum-loten-uppsala-kommun-bellmansgatan-160-18725255,LÖTEN,LÖTEN,Bellmansgatan160,3,81.5,4132,2390000
"https://www.hemnet.se/bostad/lagenhet-3,5rum-centrum-uppsala-kommun-vaksalagatan-20-18724258",Centrum,Centrum,Vaksalagatan20,3.5,88.4,3930,3495000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-kommun-cellovagen-5c-18724198,UPPSALA,UPPSALA,Cellovägen5C,2,69.0,3909,1390000
